Year,land_area_where_elevation_is_below_5_meters_of_total_land_area_,renewable_energy_consumption_of_total_final_energy_consumption_,total_greenhouse_gas_emissions_excluding_lulucf_per_capita_t_co2e_capita_
1960-01-01,0.479890991051367,3.1,65.85404033152965
1961-01-01,0.479890991051367,3.1,65.85404033152965
1962-01-01,0.479890991051367,3.1,65.85404033152965
1963-01-01,0.479890991051367,3.1,65.85404033152965
1964-01-01,0.479890991051367,3.1,65.85404033152965
1965-01-01,0.479890991051367,3.1,65.85404033152965
1966-01-01,0.479890991051367,3.1,65.85404033152965
1967-01-01,0.479890991051367,3.1,65.85404033152965
1968-01-01,0.479890991051367,3.1,65.85404033152965
1969-01-01,0.479890991051367,3.1,65.85404033152965
1970-01-01,0.479890991051367,3.1,65.85404033152965
1971-01-01,0.479890991051367,3.1,58.137368622923994
1972-01-01,0.479890991051367,3.1,45.530169251841
1973-01-01,0.479890991051367,3.1,42.45194761197532
1974-01-01,0.479890991051367,3.1,28.55484166464176
1975-01-01,0.479890991051367,3.1,27.878840670784534
1976-01-01,0.479890991051367,3.1,34.14333260939786
1977-01-01,0.479890991051367,3.1,34.18968306106506
1978-01-01,0.479890991051367,3.1,31.9455428061874
1979-01-01,0.479890991051367,3.1,32.409675661735285
1980-01-01,0.479890991051367,3.1,28.230995526778873
1981-01-01,0.479890991051367,3.1,19.426417774361134
1982-01-01,0.479890991051367,3.1,19.792416434325386
1983-01-01,0.479890991051367,3.1,18.987803313882562
1984-01-01,0.479890991051367,3.1,18.729298795086855
1985-01-01,0.479890991051367,3.1,17.40719128847873
1986-01-01,0.479890991051367,3.1,17.536751976338945
1987-01-01,0.479890991051367,3.1,16.427672547829296
1988-01-01,0.479890991051367,3.1,17.903300214382377
1989-01-01,0.479890991051367,3.1,17.2183692078141
1990-01-01,0.479890991051367,3.1,19.58391888490135
1991-01-01,0.4798909910512772,3.0,18.633174896576005
1992-01-01,0.47989099105118743,2.9,17.090815524339533
1993-01-01,0.4798909910510976,2.7,15.940668216761091
1994-01-01,0.4798909910510078,2.4,18.96777233355945
1995-01-01,0.47989099105091804,2.2,20.67649199291683
1996-01-01,0.4798909910508282,2.1,21.232856524440724
1997-01-01,0.4798909910507384,2.1,18.426999436682454
1998-01-01,0.4798909910506486,2.1,17.377172465094276
1999-01-01,0.4798909910505588,2.0,16.771322861198023
2000-01-01,0.479890991050469,2.0,17.29167518846768
2001-01-01,0.4798909910505752,2.9,16.322000785026535
2002-01-01,0.4798909910506814,2.9,16.055050368436625
2003-01-01,0.4798909910507876,2.9,17.48044897335978
2004-01-01,0.47989099105089383,2.8,16.882845221105608
2005-01-01,0.479890991051,2.7,17.817989287222396
2006-01-01,0.4798909910511062,2.9,17.17504616475907
2007-01-01,0.4798909910512124,3.1,15.753442610060317
2008-01-01,0.4798909910513186,2.9,16.111366818326882
2009-01-01,0.4798909910514248,2.6,15.734559549505033
2010-01-01,0.479890991051531,2.5,16.315762825148486
2011-01-01,0.4798909910516372,3.2,9.862556818692386
2012-01-01,0.47989099105174343,2.6,16.106621949830142
2013-01-01,0.4798909910518496,2.4,14.372505403966736
2014-01-01,0.4798909910519558,2.3,12.505624487728193
2015-01-01,0.479890991052062,2.9,11.010256101707656
2016-01-01,0.479890991052062,2.8,10.302020799966707
2017-01-01,0.479890991052062,2.9,12.194688348170363
2018-01-01,0.479890991052062,2.9,12.938558677072969
2019-01-01,0.479890991052062,3.0,13.216927613492844
2020-01-01,0.479890991052062,3.2,9.138318496936794
2021-01-01,0.479890991052062,3.1,12.628463912938367
2022-01-01,0.479890991052062,3.1,12.320266120140287
2023-01-01,0.479890991052062,3.1,13.13088935577201
2024-01-01,0.479890991052062,3.1,13.13088935577201
